"BASKETID","BASKETTYPE","DIRECTION","LOCATION_DESCRIPTION","OWNERTYPE","SECTION","STATEPLANE_LABELX","STATEPLANE_LABELY","STATEPLANE_SNAPPEDX","STATEPLANE_SNAPPEDY","STREETNAME1","STREETNAME2","OBJECTID","point"
"11130091","S","SE","SE corner of 5 AV and E 126 ST","D","MN113","1,000,389.55990057","233,274.77595422","1,000,380.06943397","233,296.87925647","5 AV","E 126 ST","6100","POINT (-73.9416999234 40.8069464612)"
"10840016","S","NE","NE corner of PARK AV and E 83 ST","D","MN084","995,799.9483449","222,807.14728321","995,767.1944734","222,797.0216473","PARK AV","E 83 ST","4426","POINT (-73.9582967323 40.7782228407)"
"41230019","R","N","N corner of GUY R BREWER BLVD and TUSKEGEE AIRMEN WAY","D","QE123","1,041,513.04851957","194,378.63130571","1,041,498.79526722","194,307.32042472","GUY R BREWER BLVD","TUSKEGEE AIRMEN WAY","13506","POINT (-73.7934833228 40.7000158963)"
"30350038","R","W","W corner of BROADWAY and VAN BUREN ST","D","BKN035","1,004,494.13699323","191,419.45809022","1,004,574.68342006","191,409.42366147","BROADWAY","VAN BUREN ST","22514","POINT (-73.9269991818 40.6920557741)"
"40810032","S","NE","NE corner of UNION TP and 178 ST","D","QE081","1,042,488.5754399","204,056.96496739","1,042,473.80053507","204,007.28199588","UNION TP","178 ST","11473","POINT (-73.7898814162 40.7265741716)"
"11240140","S","NE","NE corner of 9 AV and W 205 ST","D","MN124","1,007,009.52008581","253,503.74140172","1,006,956.82990248","253,489.67909388","9 AV","W 205 ST","19235","POINT (-73.9177183663 40.8624545322)"
"30220224","C","NW","NW corner of FLATBUSH AV and ATLANTIC AV","B","BKN022","990,422.13396931","188,577.38962738","990,405.45716539","188,586.17012163","FLATBUSH AV","ATLANTIC AV","17606","POINT (-73.9777457436 40.68427595)"
"41430008","H","E","E corner of BEACH CHANNEL DR and HASSOCK ST","D","QE143","1,052,693.53468873","161,469.03898855","1,052,660.48324564","161,450.02491896","BEACH CHANNEL DR","HASSOCK ST","12212","POINT (-73.753495577 40.6096072153)"
"10210387","S","SE","Median at SE corner of 7 AV S and W 4 ST","D","MN021","983,488.53366332","206,500.21237746","983,486.29088564","206,504.43579422","7 AV S","W 4 ST","20078","POINT (-74.0027475713 40.7334719714)"
"11230051","S","W","W corner of SHERMAN AV and DYCKMAN ST","D","MN123","1,004,623.2495959","253,943.04728164","1,004,671.18257089","253,924.43970729","SHERMAN AV","DYCKMAN ST","10391","POINT (-73.9263440202 40.8636661233)"
"10810202","H","NW","NW corner of 3 AV and E 66 ST","B","MN081","994,368.47056481","218,400.52978413","994,366.6067234","218,364.33694314","3 AV","E 66 ST","3243","POINT (-73.9634719871 40.7661295827)"
"41310007","S","SE","SE corner of HILLSIDE AV and 252 ST","D","QE131","1,063,148.91797739","207,426.6626243","1,063,084.76029731","207,430.04778813","HILLSIDE AV","252 ST","11679","POINT (-73.7153020419 40.7356629661)"
"10750190","S","SE","SE corner of COLUMBUS AV and W 107 ST","D","MN075","994,697.36393589","230,638.91180338","994,687.17038673","230,677.62268397","COLUMBUS AV","W 107 ST","19339","POINT (-73.9622656394 40.7997203029)"
"20110200","R","N","N corner of 3 AV and E 155 ST","D","BX011","1,008,154.61687697","237,923.82702355","1,008,171.87110756","237,895.4166473","3 AV","E 155 ST","7767","POINT (-73.9136340775 40.8196892064)"
"20510077","H","N","N corner of UNIVERSITY AVE and W 176 ST","D","BX051","1,007,084.41987039","248,743.75649913","1,007,094.62293398","248,715.04067729","UNIVERSITY AVE","W 176 ST","16436","POINT (-73.9174637985 40.849389608)"
"40930008","S","S","S corner of JAMAICA AV and 115 ST","D","QW093","1,030,243.03201765","193,768.25719838","1,030,251.81415232","193,831.21671814","JAMAICA AV","115 ST","20007","POINT (-73.834132203 40.6984063163)"
"10220043","R","W","W corner of GREENWICH AV and W 11 ST","D","MN022","983,873.68578014","207,655.31046097","983,915.10564481","207,633.30164671","GREENWICH AV","W 11 ST","5","POINT (-74.0013579055 40.7366424557)"
"10320048","R","NW","NW corner of ESSEX ST and DELANCEY ST","D","MN032","987,503.34420323","201,159.86544663","987,518.4353804","201,114.91671763","ESSEX ST","DELANCEY ST","22863","POINT (-73.9882636582 40.7188134523)"
"20110269","S","N","N corner of BRUCKNER BLVD and ALEXANDER AV","D","BX011","1,004,306.8309374","233,319.13216472","1,004,314.75939924","233,284.87796813","BRUCKNER BLVD","ALEXANDER AV","78054","POINT (-73.9275496462 40.8070601825)"
"10210230","S","NW","NW corner of LAFAYETTE ST and SPRING ST","D","MN021","985,009.69203831","202,505.8693163","985,029.82618439","202,456.95209129","LAFAYETTE ST","SPRING ST","510","POINT (-73.9972592818 40.7225084739)"
"11110212","R","SE","SE corner of LEXINGTON AV and E 103 ST","O","MN111","998,761.37254015","227,151.97848855","998,746.37158589","227,187.68543813","LEXINGTON AV","E 103 ST","8363","POINT (-73.9475945684 40.7901438775)"
"10920070","S","NW","NW corner of LA SALLE ST and BROADWAY","D","MN092","995,380.08501139","235,868.36591138","995,370.74841589","235,803.45560813","LA SALLE ST","BROADWAY","5402","POINT (-73.9597910804 40.8140728756)"
"10320032","R","NW","NW corner of GRAND ST and ORCHARD ST","D","MN032","986,816.49583939","200,625.11257914","986,820.68054231","200,600.32686755","GRAND ST","ORCHARD ST","22717","POINT (-73.990741647 40.71734591)"
"31320299","R","NW","NW corner of SURF AV and W 15 ST","D","BKS132","989,080.93586431","149,020.50811139","989,114.53717506","148,990.18074422","SURF AV","W 15 ST","48575","POINT (-73.9826098842 40.5757015111)"
"50120010","S","SE","SE corner of FOREST AV and LAWRENCE AV","D","SI012","954,483.72717173","168,898.25674163","954,444.46872006","168,939.2258198","FOREST AV","LAWRENCE AV","13855","POINT (-74.1072384062 40.6302131908)"
"50140065","R","Direction TBD","Location Description T/K","O","SI014","947,355.1771244","162,527.04638697","947,290.92692481","162,546.24746405","Street Name TBD","MANN AV","20707","POINT (-74.1328854469 40.6126987457)"
"10520504","H","NE","NE corner of 5 AV and E 52 ST","B","MN052","990,909.03555456","216,106.48712814","990,853.41853981","216,094.77422506","5 AV","E 52 ST","2615","POINT (-73.9759629334 40.7598363092)"
"41420286","D","Direction TBD","Location Description T/K","O","QE142","1,034,039.77606456","151,416.62372597","1,034,033.96089295","151,434.0158773","Street Name TBD",,"100587","POINT (-73.8207523217 40.5821398674)"
"30720103","S","W","W corner of 4 AV and 41 ST","D","BKS072","982,107.47966689","176,626.32199413","982,166.33945732","176,652.8619673","4 AV","41 ST","19099","POINT (-74.0077212767 40.6514748252)"
"11240040","R","S","S corner of BROADWAY and ACADEMY ST","O","MN124","1,004,983.96508181","254,824.48646364","1,004,986.37222923","254,876.22914229","BROADWAY","ACADEMY ST","10284","POINT (-73.925037189 40.866084566)"
"10510260","H","SW","SW corner of MADISON AV and E 31 ST","B","MN051","988,510.0121374","210,992.24702854","988,556.06092981","211,008.43958147","MADISON AV","E 31 ST","18865","POINT (-73.9846259086 40.7458004979)"
"10620134","S","SE","SE corner of 2 AV and E 38 ST","D","MN062","991,470.95601864","211,464.36550689","991,467.37728564","211,496.00389504","2 AV","E 38 ST","5683","POINT (-73.973939559 40.7470944225)"
"10220129","S","S","S corner of CHRISTOPHER ST and BLEECKER ST","D","MN022","983,045.29439232","206,397.62629655","983,060.29764314","206,455.59730922","CHRISTOPHER ST","BLEECKER ST","20169","POINT (-74.0043468771 40.7331903486)"
"40910012","S","SW","SW corner of 101 AV and 104 ST","D","QW091","1,028,851.46229422","189,246.17798796","1,028,875.20765357","189,303.92262313","101 AV","104 ST","17247","POINT (-73.8391806443 40.6860013972)"
"10410098","S","NE","NE corner of 10 AV and W 21 ST","D","MN041","982,906.95739864","211,222.11467905","982,871.44959565","211,211.57533005","10 AV","W 21 ST","823","POINT (-74.0048469945 40.7464323511)"
"31840030","H","NE","NE corner of RALPH AV and E 65 ST","D","BKS184","1,007,227.27719623","165,934.93622471","1,007,182.20445172","165,890.08493647","RALPH AV","E 65 ST","16284","POINT (-73.9172302549 40.6220997128)"
"30410143","R","E","E corner of BROADWAY and HART ST","D","BKN041","1,003,235.47710899","192,518.86369979","1,003,195.93322481","192,514.10321063","BROADWAY","HART ST","22781","POINT (-73.9315348375 40.6950761768)"
"10110188","H","NW","NW corner of NASSAU ST and WALL ST","B","MN011","981,277.92981681","196,981.79276605","981,276.55777231","196,935.72133589","NASSAU ST","WALL ST","3331","POINT (-74.0107198097 40.7073457377)"
"10310104","R","SW","SW corner of DELANCEY ST and ALLEN ST","D","MN031","986,815.55784914","201,258.88263705","986,841.43837482","201,270.82421422","DELANCEY ST","ALLEN ST","23133","POINT (-73.9907447892 40.7190854569)"
"30930070","S","SE","SE corner of NOSTRAND AV and HAWTHORNE ST","D","BKN093","998,093.53660548","178,892.45164822","998,058.04651898","178,933.40530646","NOSTRAND AV","HAWTHORNE ST","12832","POINT (-73.950105616 40.6576842935)"
"10110106","H",,"Unknown corner on SOUTH END AV","P","MN011","979,831.00062406","198,566.42607972","979,867.33913407","198,559.95332363",,"SOUTH END AV","5427","POINT (-74.0159397054 40.7116945761)"
"10130302","R","NE","NE corner of BROADWAY and CHAMBERS ST","D","MN013","982,595.9629419","199,458.5132063","982,537.20748198","199,470.38194896","BROADWAY","CHAMBERS ST","18056","POINT (-74.0059664711 40.7141440916)"
"30210164","R","NW","NW corner of PIERREPONT ST and CLINTON ST","O","BKN021","986,419.59341797","192,512.0467843","986,441.49666307","192,504.1377526","PIERREPONT ST","CLINTON ST","12975","POINT (-73.9921760431 40.6950775646)"
"10830229","H","NW","NW corner of 2 AV and E 79 ST","B","MN083","996,672.27894931","221,127.72019589","996,685.81140256","221,071.52641064","2 AV","E 79 ST","56347","POINT (-73.9551501233 40.7736120724)"
"10340132","R","SE","SE corner of AV C and E 8 ST","D","MN034","990,252.9338484","203,226.26813796","990,248.26555064","203,273.27755839","AV C","E 8 ST","22367","POINT (-73.9783427533 40.7244837901)"
"41210238","H","N","N corner of JAMAICA AV and 164 ST","B","QE121","1,040,984.4426214","196,350.79796505","1,040,906.08746314","196,279.96182063","JAMAICA AV","164 ST","20658","POINT (-73.795373095 40.7054324211)"
"20940021","S","SW","SW corner of CASTLE HILL AV and QUIMBY AV","D","BX094","1,025,774.91562581","240,231.59012455","1,025,818.32859673","240,286.89480397","CASTLE HILL AV","QUIMBY AV","9561","POINT (-73.8499588297 40.8259580966)"
"40230028","H","NW","NW corner of VERNON BLVD and 47 AV","D","QW023","997,179.10077031","210,968.98887296","997,205.22309339","210,907.85907397","VERNON BLVD","47 AV","8866","POINT (-73.9533398114 40.7457282348)"
"30150048","H","Direction TBD","Location Description T/K","B","BKN015","1,000,200.71152498","195,810.20783888","1,000,165.1748991","195,805.53913428","Street Name TBD",,"13574","POINT (-73.9424709683 40.7041161359)"
"31410042","S","SE","SE corner of FLATBUSH AV and CLARKSON AV","D","BKS141","995,506.6634984","177,800.01485671","995,466.15865815","177,839.15552646","FLATBUSH AV","CLARKSON AV","19379","POINT (-73.9594309544 40.6546894606)"
"10810195","H",,"Unknown corner on YORK AV","B","MN081","996,369.34057881","217,285.91948055","996,326.91809148","217,277.25414355",,"YORK AV","21241","POINT (-73.956250791 40.763067749)"
"20830099","D","Direction TBD","Location Description T/K","O","BX083","1,012,928.13029581","269,714.7152133","1,012,889.43524027","269,713.32191296","Street Name TBD",,"100764","POINT (-73.8962516434 40.906931307)"
"40940099","S","Direction TBD","Location Description T/K","D","QW094","1,033,398.45746531","195,035.6480363","1,033,407.60155255","194,998.64272786","Street Name TBD",,"17864","POINT (-73.8227433589 40.7018680386)"
"10320188","R","SE","SE corner of NORFOLK ST and RIVINGTON ST","D","MN032","987,943.50014706","201,397.04344997","987,931.96440898","201,424.35409088","NORFOLK ST","RIVINGTON ST","22134","POINT (-73.9866756787 40.719464276)"
"20120092","S","Direction TBD","Location Description T/K","D","BX012","1,009,517.97471456","236,629.1829593","1,009,519.15837297","236,625.36294625","Street Name TBD",,"8223","POINT (-73.9087132267 40.8161319795)"
"40150027","H","S","S corner of STEINWAY ST and 28 AV","B","QW015","1,008,181.67194098","218,083.61047046","1,008,165.14244647","218,140.72518563","STEINWAY ST","28 AV","14209","POINT (-73.9136070253 40.7652331201)"
"30710060","D","Direction TBD","Location Description T/K","O","BKS071","991,734.96894206","177,878.84507963","991,676.28160607","177,866.04941695","Street Name TBD",,"96106","POINT (-73.9730240632 40.6549098236)"
"41360039","H","E","E corner of MERRICK BLVD and 222 ST","D","QE136","1,054,377.75540164","186,588.19806771","1,054,361.62157564","186,572.45498897","MERRICK BLVD","222 ST","21161","POINT (-73.7471686475 40.6785404392)"
"31420042","S","S","S corner of 18 AV and SETON PL","D","BKS142","990,886.52214815","169,196.06421688","990,895.07856149","169,232.69275256","18 AV","SETON PL","15776","POINT (-73.9760904189 40.6310781341)"
"31520085","S","N","N corner of GERRITSEN AV and AV U","D","BKS152","1,002,304.57641172","158,610.16511314","1,002,296.63548273","158,552.69278713","GERRITSEN AV","AV U","33923","POINT (-73.9349825981 40.6020061296)"
"11230053","R","S","S corner of DYCKMAN ST and SHERMAN AV","O","MN123","1,004,698.27142748","253,788.94030638","1,004,700.20482256","253,865.48969397","DYCKMAN ST","SHERMAN AV","10386","POINT (-73.926073262 40.863242973)"
"40130057","S","S","S corner of 21 ST and 30 AV","D","QW013","1,004,274.1912389","219,702.99108997","1,004,263.97209923","219,739.23904897","21 ST","30 AV","21628","POINT (-73.9277081401 40.7696876125)"
"10230224","H","NW","NW corner of WASHINGTON ST and W 13 ST","B","MN023","982,170.3535569","209,285.54178055","982,166.34601899","209,248.48247147","WASHINGTON ST","W 13 ST","5789","POINT (-74.0075047736 40.7411167998)"
"41350026","S","N","N corner of LINDEN BLVD and 231 ST","D","QE135","1,058,916.92939414","191,586.8261938","1,058,932.64917898","191,524.21345814","LINDEN BLVD","231 ST","16157","POINT (-73.7307482858 40.6922233418)"
"10810348","H","SE","SE corner of YORK AV and E 68 ST","D","MN081","996,563.65515082","217,670.18216346","996,565.58198422","217,696.09024814","YORK AV","E 68 ST","2011","POINT (-73.9555486374 40.7641221824)"
"10740146","R","SW","SW corner of BROADWAY and W 95 ST","O","MN074","991,825.9779464","228,528.42192988","991,864.59630747","228,558.83656721","BROADWAY","W 95 ST","3832","POINT (-73.9726390486 40.7939305103)"
"31520046","H","NE","NE corner of KINGS HWY and E 18 ST","B","BKS152","996,612.50118172","161,584.53941372","996,595.22464147","161,537.07822254","KINGS HWY","E 18 ST","19384","POINT (-73.9554752178 40.6101799467)"
"30810216","D","Direction TBD","Location Description T/K","O","BKN081","992,877.31573872","184,862.48235905","992,898.81216759","184,865.97813464","Street Name TBD",,"101176","POINT (-73.9688980926 40.6740773191)"
"41320002","S","NE","NE corner of HILLSIDE AV and 242 ST","D","QE132","1,060,633.08573873","206,851.26121604","1,060,597.45556064","206,796.68947481","HILLSIDE AV","242 ST","11708","POINT (-73.7243866141 40.7341057239)"
"31440044","S","E","E corner of CONEY ISLAND AV and FOSTER AV","D","BKS144","993,542.50207239","169,606.06241263","993,508.84301898","169,635.52987339","CONEY ISLAND AV","FOSTER AV","12317","POINT (-73.9665210832 40.6322011044)"
"10920060","S","NW","NW corner of AMSTERDAM AV and W 133 ST","D","MN092","997,189.23559256","237,229.75787364","997,188.1955684","237,187.81635647","AMSTERDAM AV","W 133 ST","5201","POINT (-73.9532526587 40.8178070501)"
"30650020","S","N","N corner of 7 AV and 10 ST","D","BKS065","989,205.53141564","182,086.23233414","989,208.00844482","182,056.7586398","7 AV","10 ST","17538","POINT (-73.9821371003 40.6664599505)"
"20910001","S","Direction TBD","Location Description T/K","D","BX091","1,019,612.38431573","241,694.71908805","1,019,602.66650223","241,720.00469094","Street Name TBD",,"20239","POINT (-73.872218038 40.8300007856)"
"31850036","D","Direction TBD","Location Description T/K","O","BKS185","1,006,355.67493682","171,239.48860772","1,006,336.84192964","171,267.65884223","Street Name TBD",,"98483","POINT (-73.9203526025 40.636661802)"
"50120181","S","SE","SE corner of WESTERVELT AV and ST MARKS PLACE","D","SI012","960,328.89855222","174,791.85551871","960,263.86259306","174,811.08677946","WESTERVELT AV","ST MARKS PLACE","15328","POINT (-74.0862010239 40.6464075657)"
"31530046","H","S","S side of EMMONS AV between E 16 ST ad SHEEPSHEAD BAY RD","B","BKS153","997,876.44123915","151,748.17490013","997,872.53679363","151,781.59947345","EMMONS AV","E 16 ST/SHEEPSHEAD BAY RD","13628","POINT (-73.9509428524 40.5831792615)"
"11210090","R","NW","NW corner of BROADWAY and FT WASHINGTON AV","D","MN121","999,730.76397406","243,682.09864347","999,719.38473173","243,654.54882979","BROADWAY","FT WASHINGTON AV","8093","POINT (-73.9440556469 40.8355127948)"
"11210219","R","NW","NW corner of AMSTERDAM AV and W 165 ST","D","MN121","1,001,296.54233856","244,645.20006372","1,001,301.57349648","244,612.18142897","AMSTERDAM AV","W 165 ST","17406","POINT (-73.9383947943 40.8381533451)"
"11010363","R","NE","NE corner of W 126 ST and LENOX AV","D","MN101","999,576.96342865","233,833.84504604","999,524.90349339","233,817.6590548","W 126 ST","LENOX AV","7510","POINT (-73.9446339453 40.8084823981)"
"10410011","S","SE","SE corner of 9 AV and W 20 ST","D","MN041","983,532.63167223","210,498.58331771","983,529.85379064","210,526.85557088","9 AV","W 20 ST","667","POINT (-74.0025888804 40.7444465116)"
"10750230","S","SE","SE corner of AMSTERDAM AV and W 102 ST","D","MN075","993,257.76478098","229,887.6117968","993,244.71592256","229,933.36564229","AMSTERDAM AV","W 102 ST","37736","POINT (-73.9674662697 40.7976597741)"
